rank  director                      actor_director_h_index  total_films
3242  Morihei Magatani              3                       5          
3243  Gunter Otto                   3                       5          
3244  Cesar Montano                 3                       5          
3245  Shankar Nag                   3                       5          
3246  Eddie Nicart                  3                       5          
3247  F.J. Ossang                   3                       5          
3248  Leo C. Popkin                 3                       5          
3249  Marc Punt                     3                       5          
3250  Zdravko Randic                3                       5          
3251  Antonio Rezza                 3                       5          
3252  Louis Saia                    3                       5          
3253  Helge Schneider               3                       5          
3254  Jan Georg Schütte             3                       5          
3255  Katherine Stenholm            3                       5          
3256  S.U. Sunny                    3                       5          
3257  Hernán Sáez                   3                       5          
3258  Suat Yalaz                    3                       5          
3259  Kenneth Hau Wai Lau           3                       5          
3260  Mikkel Nørgaard               3                       5          
3261  Salil Sen                     3                       5          
3262  Ezequiel Acuña                3                       5          
3263  Kurt Hale                     3                       5          
3264  S.S. Jishnu Dev               3                       5          
3265  Larry Blamire                 3                       5          
3266  Marlin Darrah                 3                       5          
3267  Jim Klock                     3                       5          
3268  Siddalingaiah                 3                       5          
3269  Majid Mohseni                 3                       5          
3270  Michael Mongillo              3                       5          
3271  Marc Clebanoff                3                       5          
3272  Boris Kimyagarov              3                       5          
3273  Dillon Brown                  3                       5          
3274  Jac Avila                     3                       5          
3275  James Felix McKenney          3                       5          
3276  James Nguyen                  3                       5          
3277  Mister Hero                   3                       5          
3278  Christer Johansson            3                       5          
3279  Yan-Chien Chuang              3                       5          
3280  Yehia El Alami                3                       5          
3281  Massimo Morini                3                       5          
3282  Diego Rafecas                 3                       5          
3283  Yoon Jong-bin                 3                       5          
3284  Igor Zaytsev                  3                       5          
3285  Jayantha Chandrasiri          3                       5          
3286  Marçal Forés                  3                       5          
3287  Allen C. Gardner              3                       5          
3288  Wolf Morrison                 3                       5          
3289  Dan Eberle                    3                       5          
3290  Drew Cullingham               3                       5          
3291  Rei Sakamoto                  3                       5          
3292  Abel Berry                    3                       5          
3293  Sydney Sibilia                3                       5          
3294  Olivier Godin                 3                       5          
3295  Sushant Mani                  3                       5          
3296  Shoji Kubota                  3                       5          
3297  Steven Luke                   3                       5          
3298  Pravin Tarde                  3                       5          
3299  Han Han                       3                       5          
3300  Graeme Noble                  3                       5          
3301  John-William Noble            3                       5          
3302  Scott Tepperman               3                       5          
3303  Stephen Folker                3                       5          
3304  Roberto D'Antona              3                       5          
3305  Roberto Albanesi              3                       5          
3306  Monika Brandl                 3                       5          
3307  Amit Prasher                  3                       5          
3308  Sudesh Wasantha Pieris        3                       5          
3309  Jingming Guo                  3                       5          
3310  Ponram                        3                       5          
3311  Jake Myers                    3                       5          
3312  Brando Improta                3                       5          
3313  Martijn Koevoets              3                       5          
3314  Mark Daniel Foley             3                       5          
3315  Vishal Devrukhkar             3                       5          
3316  Pradeep Bhattarai             3                       5          
3317  Harry Bhatti                  3                       5          
3318  Tyrone Jackson                3                       5          
3319  Rajnish Mishra                3                       5          
3320  Alice Maio Mackay             3                       5          
3321  Dhrubo Banerjee               3                       5          
3322  Agasi Babayan                 3                       4          
3323  Muhammad Bozorgnia            3                       4          
3324  Kiril Cenevski                3                       4          
3325  Luciano De Crescenzo          3                       4          
3326  Randall Emmett                3                       4          
3327  Raúl García                   3                       4          
3328  Maxim Genchev                 3                       4          
3329  Joseph Green                  3                       4          
3330  Matti Grönberg                3                       4          
3331  Roberto Gómez Bolaños         3                       4          
3332  Dan Lantz                     3                       4          
3333  David Millin                  3                       4          
3334  Peng Tien                     3                       4          
3335  Renato Pozzetto               3                       4          
3336  Jovan Rancic                  3                       4          
3337  Raymond Red                   3                       4          
3338  Carsten Rudolf                3                       4          
3339  Elie Semoun                   3                       4          
3340  Chad Stahelski                3                       4          
3341  Velimir Stojanovic            3                       4          
3342  Will Wissink                  3                       4          
3343  David Rountree                3                       4          
3344  Anil Viswanath                3                       4          
3345  Saso Dukic                    3                       4          
3346  Meto Ege                      3                       4          
3347  Wilfred La Salle              3                       4          
3348  Wes Ball                      3                       4          
3349  Omar Khlifi                   3                       4          
3350  Curtis Burz                   3                       4          
3351  Peter Marcy                   3                       4          
3352  Ask Hasselbalch               3                       4          
3353  Petar Valchanov               3                       4          
3354  Justin Timpane                3                       4          
3355  Flip Van der Kuil             3                       4          
3356  Kristina Grozeva              3                       4          
3357  Xiaoding Zhao                 3                       4          
3358  Ivan Pavletic                 3                       4          
3359  Krist Rufty                   3                       4          
3360  Dylan McKay                   3                       4          
3361  Andrew Wiest                  3                       4          
3362  Suk-Yoon Kim                  3                       4          
3363  Seyed Javad Hashemi           3                       4          
3364  Joe Black                     3                       4          
3365  Kevin Strange                 3                       4          
3366  Raju Misra                    3                       4          
3367  Jun Geng                      3                       4          
3368  Kenny Basumatary              3                       4          
3369  Ben Dietels                   3                       4          
3370  Matthew Ninaber               3                       4          
3371  Franck Gastambide             3                       4          
3372  Giannis Papadakos             3                       4          
3373  Areel Abu Bakar               3                       4          
3374  Derek Savage                  3                       4          
3375  Nav Bajwa                     3                       4          
3376  Yui-Ming Tam                  3                       4          
3377  Ryô Tanaka                    3                       4          
3378  Alex Maisonette               3                       4          
3379  Rúben Ferreira                3                       4          
3380  Ignacio Maiso                 3                       4          
3381  Alek Gearhart                 3                       4          
3382  Marc Hamill                   3                       4          
3383  Jah                           3                       4          
3384  Tom Knoblauch                 3                       4          
3385  Tiziana Machella              3                       4          
3386  Ivan Lachance                 3                       4          
3387  Jayan Moodley                 3                       4          
3388  Deepa Shree Niraula           3                       4          
3389  Andrew Legatt                 3                       4          
3390  Hemanth M. Rao                3                       4          
3391  Manuel Barbachano Ponce       3                       3          
3392  Phil Flores                   3                       3          
3393  Rano Karno                    3                       3          
3394  Perttu Leppä                  3                       3          
3395  Yunus Malik                   3                       3          
3396  Peder Hamdahl Næss            3                       3          
3397  Ling Pang                     3                       3          
3398  Bruno Romy                    3                       3          
3399  Péter Rudolf                  3                       3          
3400  Yadi Sugandi                  3                       3          
3401  F.W. Thring                   3                       3          
3402  Mike Aransky                  3                       3          
3403  Amar Sifodil                  3                       3          
3404  Kevin Lamar Caldwell Jr.      3                       3          
3405  H. Owen Richardson            3                       3          
3406  VJ Siddhu                     3                       3          
3407  Cristian Ilisuan              3                       3          
3408  Ryan E. Heppe                 3                       3          
3409  Eric Fraticelli               3                       3          
3410  Jeff Fowler                   3                       3          
3411  Mrighdeep Lamba               3                       3          
3412  Jason Gerbay                  3                       3          
3413  Sam Gaffin                    3                       3          
3414  Tarek Boudali                 3                       3          
3415  Gianluca Zonta                3                       3          
3416  Stephen Sewell                3                       3          
3417  Callum Burn                   3                       3          
3418  Eugeniusz Kluczniok           3                       3          
3419  Robert Towne                  3                       3          
3420  Vladislav Krivenchuk          3                       3          
3421  Minoru Mizoguchi              3                       3          
3422  Tony Cole                     3                       3          
3423  Uttar Kumar                   3                       3          
3424  Pedro Flores Maldonado        3                       3          
3425  Rosa von Praunheim            2                       42         
3426  Edgar G. Ulmer                2                       40         
3427  Robert Wise                   2                       39         
3428  John Huston                   2                       37         
3429  Sidney Lanfield               2                       36         
3430  Irving Pichel                 2                       36         
3431  Arthur Hiller                 2                       34         
3432  Alberto Lattuada              2                       34         
3433  Jacques Tourneur              2                       34         
3434  Shûsuke Kaneko                2                       33         
3435  John Guillermin               2                       31         
3436  Alan Smithee                  2                       30         
3437  Jonathan Demme                2                       30         
3438  Michel Deville                2                       30         
3439  Harold D. Schuster            2                       30         
3440  Ridley Scott                  2                       29         
3441  Michael Apted                 2                       29         
3442  Benoît Jacquot                2                       29         
3443  Bernard Vorhaus               2                       29         
3444  Vincent Sherman               2                       29         
3445  Jacques Doillon               2                       28         
3446  Josef von Báky                2                       28         
3447  Stanley Donen                 2                       27         
3448  Ewald André Dupont            2                       27         
3449  John S. Robertson             2                       27         
3450  Roberto Rossellini            2                       27         
3451  Kôichi Sakamoto               2                       27         
3452  Volker Schlöndorff            2                       27         
3453  Phil Grabsky                  2                       27         
3454  Renny Harlin                  2                       26         
3455  Lasse Hallström               2                       26         
3456  John Brahm                    2                       26         
3457  Mark L. Lester                2                       26         
3458  Andrew Marton                 2                       26         
3459  Joseph M. Newman              2                       26         
3460  Eckhart Schmidt               2                       26         
3461  Oliver Stone                  2                       25         
3462  Stephen Frears                2                       25         
3463  John Francis Dillon           2                       25         
3464  Hugo Fregonese                2                       25         
3465  Norman Jewison                2                       25         
3466  Aleksandr Sokurov             2                       25         
3467  Louis Malle                   2                       24         
3468  Paul Schrader                 2                       24         
3469  Byron Haskin                  2                       24         
3470  Herbert Ross                  2                       24         
3471  Barry Avrich                  2                       24         
3472  Richard Brooks                2                       24         
3473  Maurice Cloche                2                       24         
3474  Jules Dassin                  2                       24         
3475  Ruggero Deodato               2                       24         
3476  Alexander Korda               2                       24         
3477  Harry Lachman                 2                       24         
3478  Biodun Stephen                2                       24         
3479  Roman Polanski                2                       23         
3480  Joel Schumacher               2                       23         
3481  Thornton Freeland             2                       23         
3482  Stuart Heisler                2                       23         
3483  Werner Klingler               2                       23         
3484  Andrei Konchalovsky           2                       23         
3485  Leo McCarey                   2                       23         
3486  Ermanno Olmi                  2                       23         
3487  Irving Rapper                 2                       23         
3488  Julien Temple                 2                       23         
3489  Wilhelm Thiele                2                       23         
3490  Brian Trenchard-Smith         2                       23         
3491  Peter Yates                   2                       23         
3492  Federico Fellini              2                       22         
3493  William Friedkin              2                       22         
3494  Chantal Akerman               2                       22         
3495  Fred Zinnemann                2                       22         
3496  Brian Desmond Hurst           2                       22         
3497  Bert I. Gordon                2                       22         
3498  Edmond T. Gréville            2                       22         
3499  Leigh Jason                   2                       22         
3500  Nathan Juran                  2                       22         
3501  Nicholas Ray                  2                       22         
3502  Agnès Varda                   2                       22         
3503  Takashi Shimizu               2                       22         
3504  Yoshihiro Nakamura            2                       22         
3505  Sarik Andreasyan              2                       22         
3506  Peter Greenaway               2                       21         
3507  Richard Linklater             2                       21         
3508  Michelangelo Antonioni        2                       21         
3509  Dario Argento                 2                       21         
3510  Bruno Barreto                 2                       21         
3511  Rob Reiner                    2                       21         
3512  Paul Landres                  2                       21         
3513  Alain Cavalier                2                       21         
3514  Charles Crichton              2                       21         
3515  Graham Cutts                  2                       21         
3516  Dennis Devine                 2                       21         
3517  John Duigan                   2                       21         
3518  Doris Dörrie                  2                       21         
3519  Cy Endfield                   2                       21         
3520  Seymour Friedman              2                       21         
3521  Abel Gance                    2                       21         
3522  Peter Godfrey                 2                       21         
3523  Michael Gordon                2                       21         
3524  Eugenio Martín                2                       21         
3525  David Miller                  2                       21         
3526  Garin Nugroho                 2                       21         
3527  Don Sharp                     2                       21         
3528  Edward Sloman                 2                       21         
3529  Ryuta Tasaki                  2                       21         
3530  George Waggner                2                       21         
3531  Wayne Wang                    2                       21         
3532  Jose Poernomo                 2                       21         
3533  Jeremy Norrie                 2                       21         
3534  Hideo Jôjô                    2                       21         
3535  Awi Suryadi                   2                       21         
3536  Wes Craven                    2                       20         
3537  Joseph L. Mankiewicz          2                       20         
3538  Agnieszka Holland             2                       20         
3539  Yôichi Higashi                2                       20         
3540  John Berry                    2                       20         
3541  Ted Nicolaou                  2                       20         
3542  Isabel Coixet                 2                       20         
3543  Jörn Donner                   2                       20         
3544  Roberto Faenza                2                       20         
3545  Felix E. Feist                2                       20         
3546  James Flood                   2                       20         
3547  Avi Nesher                    2                       20         
3548  John Irvin                    2                       20         
3549  Léo Joannon                   2                       20         
3550  Naomi Kawase                  2                       20         
3551  Abbas Kiarostami              2                       20         
3552  Delbert Mann                  2                       20         
3553  Paul Morrissey                2                       20         
3554  Robert Mulligan               2                       20         
3555  Wolf Rilla                    2                       20         
3556  Franco Rossi                  2                       20         
3557  Hanny Saputra                 2                       20         
3558  Khavn                         2                       20         
3559  Findo Purwono                 2                       20         
3560  Atom Egoyan                   2                       19         
3561  Bernardo Bertolucci           2                       19         
3562  Elia Kazan                    2                       19         
3563  Mike Nichols                  2                       19         
3564  Lewis Allen                   2                       19         
3565  Carlo Campogalliani           2                       19         
3566  Jaime Chávarri                2                       19         
3567  Bob Clark                     2                       19         
3568  Heinz Emigholz                2                       19         
3569  Cyril Frankel                 2                       19         
3570  Tony Gatlif                   2                       19         
3571  Pietro Germi                  2                       19         
3572  Jorge Grau                    2                       19         
3573  Lawrence Huntington           2                       19         
3574  Jaromil Jires                 2                       19         
3575  Harry Keller                  2                       19         
3576  Sergey Loznitsa               2                       19         
3577  Max Nosseck                   2                       19         
3578  Phillip Noyce                 2                       19         
3579  Robert Parrish                2                       19         
3580  Daniel Petrie                 2                       19         
3581  Ralph E. Portillo             2                       19         
3582  H.C. Potter                   2                       19         
3583  Tony Richardson               2                       19         
3584  Jerzy Skolimowski             2                       19         
3585  Walter Summers                2                       19         
3586  Sam Taylor                    2                       19         
3587  Margarethe von Trotta         2                       19         
3588  Don Weis                      2                       19         
3589  Rafal Zielinski               2                       19         
3590  Topel Lee                     2                       19         
3591  Bobby Bonifacio Jr.           2                       19         
3592  Paul Dugdale                  2                       19         
3593  Seth Breedlove                2                       19         
3594  Roland Emmerich               2                       18         
3595  John Boorman                  2                       18         
3596  Mike Newell                   2                       18         
3597  Gus Van Sant                  2                       18         
3598  Roger Donaldson               2                       18         
3599  Garry Marshall                2                       18         
3600  Alain Corneau                 2                       18         
3601  Roger Spottiswoode            2                       18         
3602  Pierre Billon                 2                       18         
3603  Sergei Bodrov                 2                       18         
3604  Martin Campbell               2                       18         
3605  Alberto Cavalcanti            2                       18         
3606  Vera Chytilová                2                       18         
3607  René Clément                  2                       18         
3608  Duilio Coletti                2                       18         
3609  Mark Donskoy                  2                       18         
3610  Antoine Fuqua                 2                       18         
3611  Guy Green                     2                       18         
3612  Sidney Hayers                 2                       18         
3613  James Hill                    2                       18         
3614  Ted Kotcheff                  2                       18         
3615  Hamilton MacFadden            2                       18         
3616  Francesco Maselli             2                       18         
3617  Giuliano Montaldo             2                       18         
3618  Amir Naderi                   2                       18         
3619  Rithy Panh                    2                       18         
3620  Léonce Perret                 2                       18         
3621  Yuli Raizman                  2                       18         
3622  Samson Samsonov               2                       18         
3623  Werner Schroeter              2                       18         
3624  Fernando E. Solanas           2                       18         
3625  Alberto Sordi                 2                       18         
3626  Fernando Trueba               2                       18         
3627  Frans Weisz                   2                       18         
3628  Ronny Yu                      2                       18         
3629  Herrmann Zschoche             2                       18         
3630  Alper Mestçi                  2                       18         
3631  Hadrah Daeng Ratu             2                       18         
3632  Paul Verhoeven                2                       17         
3633  Mike Figgis                   2                       17         
3634  Til Schweiger                 2                       17         
3635  Michael Almereyda             2                       17         
3636  Jacques de Baroncelli         2                       17         
3637  Gorman Bechard                2                       17         
3638  Earl Bellamy                  2                       17         
3639  Richard Boleslawski           2                       17         
3640  Henning Carlsen               2                       17         
3641  Marcos Carnevale              2                       17         
3642  Aman Chang                    2                       17         
3643  Robert Day                    2                       17         
3644  Rolf de Heer                  2                       17         
3645  José Estrada                  2                       17         
3646  Claudio Fragasso              2                       17         
3647  Melvin Frank                  2                       17         
3648  Mario Gariazzo                2                       17         
3649  Marion Gering                 2                       17         
3650  Kazuyuki Izutsu               2                       17         
3651  Alexander Kluge               2                       17         
3652  Kazimierz Kutz                2                       17         
3653  Nunzio Malasomma              2                       17         
3654  Robert Morin                  2                       17         
3655  John Murlowski                2                       17         
3656  Erik Ode                      2                       17         
3657  Stewart Raffill               2                       17         
3658  Gerbert Rappaport             2                       17         
3659  Jack Raymond                  2                       17         
3660  Marco Risi                    2                       17         
3661  John Schlesinger              2                       17         
3662  Joel Silberg                  2                       17         
3663  Jack Smight                   2                       17         
3664  Jean Stelli                   2                       17         
3665  Feyzi Tuna                    2                       17         
3666  Paul Wendkos                  2                       17         
3667  W. Lee Wilder                 2                       17         
3668  Raúl Perrone                  2                       17         
3669  Brandon Slagle                2                       17         
3670  Denis Côté                    2                       17         
3671  Paul T.T. Easter              2                       17         
3672  Rikiya Imaizumi               2                       17         
3673  Luc Besson                    2                       16         
3674  John Badham                   2                       16         
3675  Chris Columbus                2                       16         
3676  Alan J. Pakula                2                       16         
3677  George A. Romero              2                       16         
3678  Tony Scott                    2                       16         
3679  Dorothy Arzner                2                       16         
3680  Claude Miller                 2                       16         
3681  Ludwig Berger                 2                       16         
3682  Paul Mazursky                 2                       16         
3683  Sam Irvin                     2                       16         
3684  Santosh Sivan                 2                       16         
3685  Bae Chang-ho                  2                       16         
3686  Rakhshan Banietemad           2                       16         
3687  Bhagyaraj                     2                       16         
3688  Catherine Breillat            2                       16         
3689  Leonard Buczkowski            2                       16         
3690  Jeff Burr                     2                       16         
3691  Christopher Cain              2                       16         
3692  Renato Castellani             2                       16         
3693  Chi Leung 'Jacob' Cheung      2                       16         
3694  Mel Chionglo                  2                       16         
3695  Aleksandr Faintsimmer         2                       16         
3696  Bryan Forbes                  2                       16         
3697  Chester M. Franklin           2                       16         
3698  Charles Frend                 2                       16         
3699  Jean Grémillon                2                       16         
3700  Anthony Hickox                2                       16         
3701  Hussein Kamal                 2                       16         
3702  Isshin Inudô                  2                       16         
3703  Ricardo Islas                 2                       16         
3704  Irvin Kershner                2                       16         
3705  Serge Korber                  2                       16         
3706  Philip Leacock                2                       16         
3707  Maurizio Lucidi               2                       16         
3708  Guido Zurli                   2                       16         
3709  Paul Lynch                    2                       16         
3710  Francis D. Lyon               2                       16         
3711  Rouben Mamoulian              2                       16         
3712  Nico Mastorakis               2                       16         
3713  Bruce McDonald                2                       16         
3714  Peter Medak                   2                       16         
3715  Lothar Mendes                 2                       16         
3716  Russell Mulcahy               2                       16         
3717  Shun Nakahara                 2                       16         
3718  Ralph Nelson                  2                       16         
3719  Max Neufeld                   2                       16         
3720  Fyodor Otsep                  2                       16         
3721  Ulrike Ottinger               2                       16         
3722  Cheol-su Park                 2                       16         
3723  Pim de la Parra               2                       16         
3724  Gordon Parry                  2                       16         
3725  Larry Peerce                  2                       16         
3726  Léa Pool                      2                       16         
3727  Gil Portes                    2                       16         
3728  Francesco Prosperi            2                       16         
3729  Fred Schepisi                 2                       16         
3730  Penelope Spheeris             2                       16         
3731  Lee Sholem                    2                       16         
3732  M. Night Shyamalan            2                       16         
3733  Yuthlert Sippapak             2                       16         
3734  Banmei Takahashi              2                       16         
3735  Tibor Takács                  2                       16         
3736  Stefan Uher                   2                       16         
3737  Radomir Vasilevsky            2                       16         
3738  Román Viñoly Barreto          2                       16         
3739  Robert D. Webb                2                       16         
3740  Jin Xie                       2                       16         
3741  Ki-nam Nam                    2                       16         
3742  Neal 'Buboy' Tan              2                       16         
3743  Izuru Narushima               2                       16         
3744  Marcus H. Rosenmüller         2                       16         
3745  Hajime Hashimoto              2                       16         
3746  Ody C. Harahap                2                       16         
3747  Helfi C.H. Kardit             2                       16         
3748  Cody Clarke                   2                       16         
3749  Michihito Fujii               2                       16         
3750  Taylor Hackford               2                       15         
3751  Michael Hoffman               2                       15         
3752  Gianni Amelio                 2                       15         
3753  Carl Reiner                   2                       15         
3754  Stanley Kramer                2                       15         
3755  John Stockwell                2                       15         
3756  Aparna Sen                    2                       15         
3757  Jacques Becker                2                       15         
3758  Monta Bell                    2                       15         
3759  Francesc Bellmunt             2                       15         
3760  Compton Bennett               2                       15         
3761  Andrea Bianchi                2                       15         
3762  Melville W. Brown             2                       15         
3763  Michael Cacoyannis            2                       15         
3764  Sylvia Chang                  2                       15         
3765  Timothy A. Chey               2                       15         
3766  William F. Claxton            2                       15         
3767  Luigi Cozzi                   2                       15         
3768  Cristina Comencini            2                       15         
3769  Paul Czinner                  2                       15         
3770  Bruno Gaburro                 2                       15         
3771  Thomas Engel                  2                       15         
3772  Pál Fejös                     2                       15         
3773  Romolo Guerrieri              2                       15         
3774  Hobart Henley                 2                       15         
3775  Scott Hicks                   2                       15         
3776  Jack Hill                     2                       15         
3777  Gray Hofmeyr                  2                       15         
3778  Christophe Honoré             2                       15         
3779  Robert Hossein                2                       15         
3780  John Hough                    2                       15         
3781  Denis Héroux                  2                       15         
3782  Jun Ichikawa                  2                       15         
3783  Shunji Iwai                   2                       15         
3784  Juraj Jakubisko               2                       15         
3785  Harmon Jones                  2                       15         
3786  Ate de Jong                   2                       15         
3787  Juan José Jusid               2                       15         
3788  Rolfe Kanefsky                2                       15         
3789  Bernard Knowles               2                       15         
3790  Aldo Lado                     2                       15         
3791  Po-Chih Leong                 2                       15         
3792  Doug Liman                    2                       15         
3793  Jean-Claude Lord              2                       15         
3794  Daniele Luchetti              2                       15         
3795  Ananth Mahadevan              2                       15         
3796  Riccardo Milani               2                       15         
3797  Moshé Mizrahi                 2                       15         
3798  Léonide Moguy                 2                       15         
3799  Rafael Montero                2                       15         
3800  Manuel Mur Oti                2                       15         
3801  Shunichi Nagasaki             2                       15         
3802  Janusz Nasfeter               2                       15         
3803  Ferzan Özpetek                2                       15         
3804  Frank Perry                   2                       15         
3805  Julio Porter                  2                       15         
3806  Hans Quest                    2                       15         
3807  Abram Room                    2                       15         
3808  Joseph Ruben                  2                       15         
3809  Richard C. Sarafian           2                       15         
3810  Leopoldo Savona               2                       15         
3811  Ben Sombogaart                2                       15         
3812  Jean-Marie Straub             2                       15         
3813  Martin Sulík                  2                       15         
3814  Romy Suzara                   2                       15         
3815  Carlos Enrique Taboada        2                       15         
3816  Kamal Tabrizi                 2                       15         
3817  Shin'ya Tsukamoto             2                       15         
3818  Mauricio Walerstein           2                       15         
3819  Xiaoshuai Wang                2                       15         
3820  Lois Weber                    2                       15         
3821  Anne Wheeler                  2                       15         
3822  Robert Wiene                  2                       15         
3823  Robert M. Young               2                       15         
3824  Daniel Zirilli                2                       15         
3825  Cris D'Amato                  2                       15         
3826  Emmanuel H. Borlaza           2                       15         
3827  Kamran Ghadakchian            2                       15         
3828  Madhur Bhandarkar             2                       15         
3829  Ross MacGibbon                2                       15         
3830  Çagan Irmak                   2                       15         
3831  Chris Martinez                2                       15         
3832  J. Horton                     2                       15         
3833  José Celestino Campusano      2                       15         
3834  Sho Tsukikawa                 2                       15         
3835  Niyi Akinmolayan              2                       15         
3836  Eyra Rahman                   2                       15         
3837  Jean-Jacques Annaud           2                       14         
3838  Curtis Hanson                 2                       14         
3839  Ang Lee                       2                       14         
3840  Frank Oz                      2                       14         
3841  James Foley                   2                       14         
3842  Milos Forman                  2                       14         
3843  George Roy Hill               2                       14         
3844  Tobe Hooper                   2                       14         
3845  Peter Weir                    2                       14         
3846  Franco Zeffirelli             2                       14         
3847  Carl Theodor Dreyer           2                       14         
3848  Steve Balderson               2                       14         
3849  Martha Coolidge               2                       14         
3850  Jon Turteltaub                2                       14         
3851  Arthur Crabtree               2                       14         
3852  Ted Tetzlaff                  2                       14         
3853  Dennis Bots                   2                       14         
3854  Daniel Alfredson              2                       14         
3855  Paul W.S. Anderson            2                       14         
3856  Jacqueline Audry              2                       14         
3857  Bill Bennett                  2                       14         
3858  Giuseppe Bertolucci           2                       14         
3859  Walerian Borowczyk            2                       14         
3860  David Burton                  2                       14         
3861  Benjamin Christensen          2                       14         
3862  Kuen Yeung                    2                       14         
3863  Matt Cimber                   2                       14         
3864  James B. Clark                2                       14         
3865  David Worth                   2                       14         
3866  Albert de Courville           2                       14         
